State Code,State Name,District Code,District Name,Sub District Code,Sub District Name,Village Code,Village Name,CD Block Code,CD Block Name,Gram Panchayat Code,Gram Panchayat Name,
29,KARNATAKA,555,Belgaum,05433,Chikodi,597114,Hadnal,0001,Chikodi,,APPACHIWADI,
29,KARNATAKA,555,Belgaum,05433,Chikodi,597115,Sulagaon,0001,Chikodi,,APPACHIWADI,
29,KARNATAKA,555,Belgaum,05433,Chikodi,597116,Mattiwade,0001,Chikodi,,APPACHIWADI,
29,KARNATAKA,555,Belgaum,05433,Chikodi,597117,Bhatnaganur,0001,Chikodi,,KURLI,
29,KARNATAKA,555,Belgaum,05433,Chikodi,597118,Kurli,0001,Chikodi,,KURLI,
29,KARNATAKA,555,Belgaum,05433,Chikodi,597119,Appachiwadi,0001,Chikodi,,APPACHIWADI,
29,KARNATAKA,555,Belgaum,05433,Chikodi,597120,Koganoli,0001,Chikodi,,KOGANOLI,
29,KARNATAKA,555,Belgaum,05433,Chikodi,597121,Hanabarawadi,0001,Chikodi,,KOGANOLI,
29,KARNATAKA,555,Belgaum,05433,Chikodi,597122,Hanchinal (K.S.),0001,Chikodi,,ADI,
29,KARNATAKA,555,Belgaum,05433,Chikodi,597123,Benadi,0001,Chikodi,,BENADI,
29,KARNATAKA,555,Belgaum,05433,Chikodi,597124,Bolewadi,0001,Chikodi,,BENADI,
29,KARNATAKA,555,Belgaum,05433,Chikodi,597125,Akkol,0001,Chikodi,,AKKOL,
29,KARNATAKA,555,Belgaum,05433,Chikodi,597126,Padlihal,0001,Chikodi,,LAKHANAPUR,
29,KARNATAKA,555,Belgaum,05433,Chikodi,597127,Lakhanapur,0001,Chikodi,,LAKHANAPUR,
29,KARNATAKA,555,Belgaum,05433,Chikodi,597128,Jatrat,0001,Chikodi,,JATRAT,
29,KARNATAKA,555,Belgaum,05433,Chikodi,597129,Adi,0001,Chikodi,,ADI,
29,KARNATAKA,555,Belgaum,05433,Chikodi,597130,Bhivashi,0001,Chikodi,,SOUNDALGA,
29,KARNATAKA,555,Belgaum,05433,Chikodi,597131,Naganur,0001,Chikodi,,YAMAGARNI,
29,KARNATAKA,555,Belgaum,05433,Chikodi,597132,Yamagarni,0001,Chikodi,,YAMAGARNI,
29,KARNATAKA,555,Belgaum,05433,Chikodi,597133,Soundalga,0001,Chikodi,,SOUNDALGA,
29,KARNATAKA,555,Belgaum,05433,Chikodi,597134,Budihal,0001,Chikodi,,YAMAGARNI,
29,KARNATAKA,555,Belgaum,05433,Chikodi,597135,Kodni,0001,Chikodi,,KODNI,
29,KARNATAKA,555,Belgaum,05433,Chikodi,597136,Gayakanawadi,0001,Chikodi,,KODNI,
29,KARNATAKA,555,Belgaum,05433,Chikodi,597137,Shirguppi,0001,Chikodi,,SHIRGUPPI,
29,KARNATAKA,555,Belgaum,05433,Chikodi,597138,Pangeri (B),0001,Chikodi,,SHIRGUPPI,
29,KARNATAKA,555,Belgaum,05433,Chikodi,597139,Budulmukh,0001,Chikodi,,SHIRGUPPI,
29,KARNATAKA,555,Belgaum,05433,Chikodi,597140,Shendur,0001,Chikodi,,SHENDUR,
29,KARNATAKA,555,Belgaum,05433,Chikodi,597141,Gondikuppi,0001,Chikodi,,SHENDUR,
29,KARNATAKA,555,Belgaum,05433,Chikodi,597142,Yarnal,0001,Chikodi,,YARNAL,
29,KARNATAKA,555,Belgaum,05433,Chikodi,597143,Nippani (Rural),0001,Chikodi,,PATTANKUDI,
29,KARNATAKA,555,Belgaum,05433,Chikodi,597144,Amalzari,0001,Chikodi,,PATTANKUDI,
29,KARNATAKA,555,Belgaum,05433,Chikodi,597145,Gavan,0001,Chikodi,,YARNAL,
29,KARNATAKA,555,Belgaum,05433,Chikodi,597146,Tavadi,0001,Chikodi,,YARNAL,
29,KARNATAKA,555,Belgaum,05433,Chikodi,597147,Manakapur,0001,Chikodi,,MANAKAPUR,
29,KARNATAKA,555,Belgaum,05433,Chikodi,597148,Kasanal,0001,Chikodi,,MANAKAPUR,
29,KARNATAKA,555,Belgaum,05433,Chikodi,597149,Donewadi,0001,Chikodi,,KARADAGA,
29,KARNATAKA,555,Belgaum,05433,Chikodi,597150,Boragaon,0001,Chikodi,,BORAGAON,
29,KARNATAKA,555,Belgaum,05433,Chikodi,597151,Boragaonwadi,0001,Chikodi,,BORAGAON,
29,KARNATAKA,555,Belgaum,05433,Chikodi,597152,Sadalaga (Rural),0001,Chikodi,,MALIKWAD,
29,KARNATAKA,555,Belgaum,05433,Chikodi,597153,Janwad,0001,Chikodi,,JANWAD,
29,KARNATAKA,555,Belgaum,05433,Chikodi,597154,Shiradwad,0001,Chikodi,,SHIRADWAD,
29,KARNATAKA,555,Belgaum,05433,Chikodi,597155,Karadaga,0001,Chikodi,,KARADAGA,
29,KARNATAKA,555,Belgaum,05433,Chikodi,597156,Barwad,0001,Chikodi,,BARWAD,
29,KARNATAKA,555,Belgaum,05433,Chikodi,597157,Mangur,0001,Chikodi,,MANGUR,
29,KARNATAKA,555,Belgaum,05433,Chikodi,597158,Kunnur,0001,Chikodi,,KUNNUR,
29,KARNATAKA,555,Belgaum,05433,Chikodi,597159,Gajabarwadi,0001,Chikodi,,KUNNUR,
29,KARNATAKA,555,Belgaum,05433,Chikodi,597160,Shivapurawadi,0001,Chikodi,,KUNNUR,
29,KARNATAKA,555,Belgaum,05433,Chikodi,597161,Bhoj,0001,Chikodi,,BHOJ,
29,KARNATAKA,555,Belgaum,05433,Chikodi,597162,Hunnaragi,0001,Chikodi,,HUNNARAGI,
29,KARNATAKA,555,Belgaum,05433,Chikodi,597163,Sidnal,0001,Chikodi,,SIDNAL,
29,KARNATAKA,555,Belgaum,05433,Chikodi,597164,Mamadapur (KL),0001,Chikodi,,MAMADAPUR,
29,KARNATAKA,555,Belgaum,05433,Chikodi,597165,Bhimapurwadi,0001,Chikodi,,GALATGA,
29,KARNATAKA,555,Belgaum,05433,Chikodi,597166,Galatga,0001,Chikodi,,GALATGA,
29,KARNATAKA,555,Belgaum,05433,Chikodi,597167,Dilalapurwadi,0001,Chikodi,,GALATGA,
29,KARNATAKA,555,Belgaum,05433,Chikodi,597168,Bedkihal,0001,Chikodi,,BEDKIHAL,
29,KARNATAKA,555,Belgaum,05433,Chikodi,597169,Shamanewadi,0001,Chikodi,,SHAMANEWADI,
29,KARNATAKA,555,Belgaum,05433,Chikodi,597170,Nej,0001,Chikodi,,NEJ,
29,KARNATAKA,555,Belgaum,05433,Chikodi,597171,Nagaral,0001,Chikodi,,NAGARAL,
29,KARNATAKA,555,Belgaum,05433,Chikodi,597172,Nanadiwadi,0001,Chikodi,,NANADI,
29,KARNATAKA,555,Belgaum,05433,Chikodi,597173,Nanadi,0001,Chikodi,,NANADI,
29,KARNATAKA,555,Belgaum,05433,Chikodi,597174,Malikwad,0001,Chikodi,,MALIKWAD,
29,KARNATAKA,555,Belgaum,05433,Chikodi,597175,Examba,0001,Chikodi,,EXAMBA,
29,KARNATAKA,555,Belgaum,05433,Chikodi,597176,Kallol,0001,Chikodi,,KALLOL,
29,KARNATAKA,555,Belgaum,05433,Chikodi,597177,Yadyanawadi,0001,Chikodi,,EXAMBA,
29,KARNATAKA,555,Belgaum,05433,Chikodi,597178,Yadurwadi,0001,Chikodi,,YADUR,
29,KARNATAKA,555,Belgaum,05433,Chikodi,597179,Chandur,0001,Chikodi,,CHANDUR,
29,KARNATAKA,555,Belgaum,05433,Chikodi,597180,Chandur - Tek,0001,Chikodi,,CHANDUR,
29,KARNATAKA,555,Belgaum,05433,Chikodi,597181,Yadur,0001,Chikodi,,YADUR,
29,KARNATAKA,555,Belgaum,05433,Chikodi,597182,Hosa Yedur,0001,Chikodi,,YADUR,
29,KARNATAKA,555,Belgaum,05433,Chikodi,597183,Ingali,0001,Chikodi,,INGALI,
29,KARNATAKA,555,Belgaum,05433,Chikodi,597184,Manjari,0001,Chikodi,,MANJARI,
29,KARNATAKA,555,Belgaum,05433,Chikodi,597185,Manjariwadi,0001,Chikodi,,MANJARI,
29,KARNATAKA,555,Belgaum,05433,Chikodi,597186,Ankali,0001,Chikodi,,ANKALI,
29,KARNATAKA,555,Belgaum,05433,Chikodi,597187,Shiddapurwadi,0001,Chikodi,,ANKALI,
29,KARNATAKA,555,Belgaum,05433,Chikodi,597188,Kadapur,0001,Chikodi,,KADAPUR,
29,KARNATAKA,555,Belgaum,05433,Chikodi,597189,Jodakurli,0001,Chikodi,,JODAKURLI,
29,KARNATAKA,555,Belgaum,05433,Chikodi,597190,Kerur,0001,Chikodi,,KERUR,
29,KARNATAKA,555,Belgaum,05433,Chikodi,597191,Roopanal,0001,Chikodi,,KERUR,
29,KARNATAKA,555,Belgaum,05433,Chikodi,597192,Hirekudi,0001,Chikodi,,HIREKUDI,
29,KARNATAKA,555,Belgaum,05433,Chikodi,597193,Chikodi (Rural),0001,Chikodi,,CHINCHANI,
29,KARNATAKA,555,Belgaum,05433,Chikodi,597194,Kuppanawadi,0001,Chikodi,,CHINCHANI,
29,KARNATAKA,555,Belgaum,05433,Chikodi,597195,Girgaon,0001,Chikodi,,SHIRGAON,
29,KARNATAKA,555,Belgaum,05433,Chikodi,597196,Shirgaon,0001,Chikodi,,SHIRGAON,
29,KARNATAKA,555,Belgaum,05433,Chikodi,597197,Shiragaonwadi,0001,Chikodi,,SHIRGAON,
29,KARNATAKA,555,Belgaum,05433,Chikodi,597198,Khadaklat,0001,Chikodi,,KHADAKLAT,
29,KARNATAKA,555,Belgaum,05433,Chikodi,597199,Thapakarwadi,0001,Chikodi,,KHADAKLAT,
29,KARNATAKA,555,Belgaum,05433,Chikodi,597200,Pangire (A),0001,Chikodi,,CHIKALWAL,
29,KARNATAKA,555,Belgaum,05433,Chikodi,597201,Rampur,0001,Chikodi,,CHIKALWAL,
29,KARNATAKA,555,Belgaum,05433,Chikodi,597202,Chikalwal,0001,Chikodi,,CHIKALWAL,
29,KARNATAKA,555,Belgaum,05433,Chikodi,597203,Manuchiwadi,0001,Chikodi,,KHADAKLAT,
29,KARNATAKA,555,Belgaum,05433,Chikodi,597204,Sankanwadi,0001,Chikodi,,NAVALIHAL,
29,KARNATAKA,555,Belgaum,05433,Chikodi,597205,Navalihal,0001,Chikodi,,NAVALIHAL,
29,KARNATAKA,555,Belgaum,05433,Chikodi,597206,Peerawadi,0001,Chikodi,,KHADAKLAT,
29,KARNATAKA,555,Belgaum,05433,Chikodi,597207,Pattankudi,0001,Chikodi,,PATTANKUDI,
29,KARNATAKA,555,Belgaum,05433,Chikodi,597208,Walki,0001,Chikodi,,WALKI,
29,KARNATAKA,555,Belgaum,05433,Chikodi,597209,Yadyanawadi,0001,Chikodi,,NAINGLAJ,
29,KARNATAKA,555,Belgaum,05433,Chikodi,597210,Nainglaj,0001,Chikodi,,NAINGLAJ,
29,KARNATAKA,555,Belgaum,05433,Chikodi,597211,Dhulaganawadi,0001,Chikodi,,NAINGLAJ,
29,KARNATAKA,555,Belgaum,05433,Chikodi,597212,Kuthali,0001,Chikodi,,NAVALIHAL,
29,KARNATAKA,555,Belgaum,05433,Chikodi,597213,Kothali,0001,Chikodi,,KOTHALI,
29,KARNATAKA,555,Belgaum,05433,Chikodi,597214,Chinchani,0001,Chikodi,,CHINCHANI,
29,KARNATAKA,555,Belgaum,05433,Chikodi,597215,Handyanwadi,0001,Chikodi,,CHINCHANI,
29,KARNATAKA,555,Belgaum,05433,Chikodi,597216,Umrani,0001,Chikodi,,UMRANI,
29,KARNATAKA,555,Belgaum,05433,Chikodi,597217,Itnal,0001,Chikodi,,UMRANI,
29,KARNATAKA,555,Belgaum,05433,Chikodi,597218,Nagaramunnoli,0001,Chikodi,,NAGARAMUNNOLI,
29,KARNATAKA,555,Belgaum,05433,Chikodi,597219,Belkud,0001,Chikodi,,BELKUD,
29,KARNATAKA,555,Belgaum,05433,Chikodi,597220,Bambalwad,0001,Chikodi,,BAMBALWAD,
29,KARNATAKA,555,Belgaum,05433,Chikodi,597221,Kungatolli,0001,Chikodi,,BAMBALWAD,
29,KARNATAKA,555,Belgaum,05433,Chikodi,597222,Karoshi,0001,Chikodi,,KAROSHI,
29,KARNATAKA,555,Belgaum,05433,Chikodi,597223,Jainapur,0001,Chikodi,,JAINAPUR,
29,KARNATAKA,555,Belgaum,05433,Chikodi,597224,Toranahalli,0001,Chikodi,,JAINAPUR,
29,KARNATAKA,555,Belgaum,05433,Chikodi,597225,Bidrahalli,0001,Chikodi,,HATTARWAT,
29,KARNATAKA,555,Belgaum,05433,Chikodi,597226,Hattarwat,0001,Chikodi,,HATTARWAT,
29,KARNATAKA,555,Belgaum,05433,Chikodi,597227,Mangnur,0001,Chikodi,,HATTARWAT,
29,KARNATAKA,555,Belgaum,05433,Chikodi,597228,Wadral,0001,Chikodi,,WADRAL,
29,KARNATAKA,555,Belgaum,05433,Chikodi,597229,Majalatti,0001,Chikodi,,WADRAL,
29,KARNATAKA,555,Belgaum,05433,Chikodi,597230,Khajagoudanhatti,0001,Chikodi,,WADRAL,
29,KARNATAKA,555,Belgaum,05433,Chikodi,597231,Mugali,0001,Chikodi,,MUGALI,
29,KARNATAKA,555,Belgaum,05433,Chikodi,597232,Kamatyanahatti ,0001,Chikodi,,MUGALI,
29,KARNATAKA,555,Belgaum,05433,Chikodi,597233,Bennihalli,0001,Chikodi,,BAMBALWAD,
29,KARNATAKA,555,Belgaum,05433,Chikodi,597234,Karagaon,0001,Chikodi,,KARAGAON,
29,KARNATAKA,555,Belgaum,05433,Chikodi,597235,Donawad,0001,Chikodi,,KARAGAON,
29,KARNATAKA,555,Belgaum,05433,Chikodi,597236,Hanchinal (K.K.),0001,Chikodi,,KARAGAON,
29,KARNATAKA,555,Belgaum,05433,Chikodi,597237,Belagali,0001,Chikodi,,NAGARMUNOLI,
29,KARNATAKA,555,Belgaum,05433,Chikodi,597238,Kenchanatti,0001,Chikodi,,KABBUR,
29,KARNATAKA,555,Belgaum,05433,Chikodi,597239,Meerapurhatti,0001,Chikodi,,KABBUR,
29,KARNATAKA,555,Belgaum,05433,Chikodi,597240,Kabbur,0001,Chikodi,,KABBUR,
29,KARNATAKA,555,Belgaum,05433,Chikodi,597241,Jodatti,0001,Chikodi,,KABBUR,
29,KARNATAKA,555,Belgaum,05433,Chikodi,597242,Vijayanagar,0001,Chikodi,,JAGANUR,
29,KARNATAKA,555,Belgaum,05433,Chikodi,597243,Pogatyanatti,0001,Chikodi,,JAGANUR,
29,KARNATAKA,555,Belgaum,05433,Chikodi,597244,Jaganur,0001,Chikodi,,JAGANUR,
29,KARNATAKA,555,Belgaum,05433,Chikodi,597245,Mamadapur (Kk),0001,Chikodi,,JAGANUR,
29,KARNATAKA,555,Belgaum,05434,Athni,597246,Pandegaon,0002,Athni,,SHIRUR,
29,KARNATAKA,555,Belgaum,05434,Athni,597247,Khilegaon,0002,Athni,,KHILEGAON,
29,KARNATAKA,555,Belgaum,05434,Athni,597248,Ajur,0002,Athni,,KHILEGAON,
29,KARNATAKA,555,Belgaum,05434,Athni,597249,Anantapur,0002,Athni,,ANANTAPUR,
29,KARNATAKA,555,Belgaum,05434,Athni,597250,Malabad,0002,Athni,,MALABAD,
29,KARNATAKA,555,Belgaum,05434,Athni,597251,Bevanoor,0002,Athni,,MALABAD,
29,KARNATAKA,555,Belgaum,05434,Athni,597252,Tawashi,0002,Athni,,SAMBARAGI,
29,KARNATAKA,555,Belgaum,05434,Athni,597253,Naganur P.A.,0002,Athni,,SAMBARAGI,
29,KARNATAKA,555,Belgaum,05434,Athni,597254,Shirur,0002,Athni,,SHIRUR,
29,KARNATAKA,555,Belgaum,05434,Athni,597255,Sambaragi,0002,Athni,,SAMBARAGI,
29,KARNATAKA,555,Belgaum,05434,Athni,597256,Aralihatti,0002,Athni,,ARALIHATTI,
29,KARNATAKA,555,Belgaum,05434,Athni,597257,Bammanal,0002,Athni,,ARALIHATTI,
29,KARNATAKA,555,Belgaum,05434,Athni,597258,Vishnuvadi,0002,Athni,,MADHABHAVI,
29,KARNATAKA,555,Belgaum,05434,Athni,597259,Jakkaratti,0002,Athni,,MADHABHAVI,
29,KARNATAKA,555,Belgaum,05434,Athni,597260,Jambagi,0002,Athni,,JAMBAGI,
29,KARNATAKA,555,Belgaum,05434,Athni,597261,Kallotti,0002,Athni,,JAMBAGI,
29,KARNATAKA,555,Belgaum,05434,Athni,597262,Kiranagi,0002,Athni,,GUNDEWADI,
29,KARNATAKA,555,Belgaum,05434,Athni,597263,Balligeri,0002,Athni,,BALLIGERI,
29,KARNATAKA,555,Belgaum,05434,Athni,597264,Gundewadi,0002,Athni,,GUNDEWADI,
29,KARNATAKA,555,Belgaum,05434,Athni,597265,Shivanoor,0002,Athni,,JAMBAGI,
29,KARNATAKA,555,Belgaum,05434,Athni,597266,Madabhavi,0002,Athni,,MADHABHAVI,
29,KARNATAKA,555,Belgaum,05434,Athni,597267,Tevaratti,0002,Athni,,MADHABHAVI,
29,KARNATAKA,555,Belgaum,05434,Athni,597268,Siddewadi,0002,Athni,,MADHABHAVI,
29,KARNATAKA,555,Belgaum,05434,Athni,597269,Hanamapur,0002,Athni,,JAMBAGI,
29,KARNATAKA,555,Belgaum,05434,Athni,597270,Agrani-Ingalgaon,0002,Athni,,PARTHANAHALLI,
29,KARNATAKA,555,Belgaum,05434,Athni,597271,Abbihal,0002,Athni,,PARTHANAHALLI,
29,KARNATAKA,555,Belgaum,05434,Athni,597272,Parthanahalli,0002,Athni,,PARTHANAHALLI,
29,KARNATAKA,555,Belgaum,05434,Athni,597273,Mavinahatti,0002,Athni,,PARTHANAHALLI,
29,KARNATAKA,555,Belgaum,05434,Athni,597274,Chamakeri,0002,Athni,,BALLIGERI,
29,KARNATAKA,555,Belgaum,05434,Athni,597275,Bedarahatti,0002,Athni,,BALLIGERI,
29,KARNATAKA,555,Belgaum,05434,Athni,597276,Kagawad,0002,Athni,,KAGAWAD,
29,KARNATAKA,555,Belgaum,05434,Athni,597277,Mangavati,0002,Athni,,JUGUL,
29,KARNATAKA,555,Belgaum,05434,Athni,597278,Jugul,0002,Athni,,JUGUL,
29,KARNATAKA,555,Belgaum,05434,Athni,597279,Shahapur,0002,Athni,,JUGUL,
29,KARNATAKA,555,Belgaum,05434,Athni,597280,Shiraguppi,0002,Athni,,SHIRGUPPI,
29,KARNATAKA,555,Belgaum,05434,Athni,597281,Molwad,0002,Athni,,KUSNAL,
29,KARNATAKA,555,Belgaum,05434,Athni,597282,Kusnal,0002,Athni,,KUSNAL,
29,KARNATAKA,555,Belgaum,05434,Athni,597283,Ugar Budruk,0002,Athni,,UGAR BUDRUK,
29,KARNATAKA,555,Belgaum,05434,Athni,597284,Ugar Khurd,0002,Athni,,UGAR KHURD,
29,KARNATAKA,555,Belgaum,05434,Athni,597285,Farida Khanawadi,0002,Athni,,UGAR KHURD,
29,KARNATAKA,555,Belgaum,05434,Athni,597286,Shedbal ,0002,Athni,,SHEDBAL,
29,KARNATAKA,555,Belgaum,05434,Athni,597287,Lokur,0002,Athni,,MANGASULI,
29,KARNATAKA,555,Belgaum,05434,Athni,597288,Mangasuli,0002,Athni,,MANGASULI,
29,KARNATAKA,555,Belgaum,05434,Athni,597289,Kempwad,0002,Athni,,KEMPWAD,
29,KARNATAKA,555,Belgaum,05434,Athni,597290,Navalihal,0002,Athni,,KEMPWAD,
29,KARNATAKA,555,Belgaum,05434,Athni,597291,Koulgudd,0002,Athni,,KEMPWAD,
29,KARNATAKA,555,Belgaum,05434,Athni,597292,Mole,0002,Athni,,MOLE,
29,KARNATAKA,555,Belgaum,05434,Athni,597293,Katral,0002,Athni,,TANGADI,
29,KARNATAKA,555,Belgaum,05434,Athni,597294,Ainapur,0002,Athni,,AINAPUR,
29,KARNATAKA,555,Belgaum,05434,Athni,597295,Krishna Kittur,0002,Athni,,KRISHNA KITTUR,
29,KARNATAKA,555,Belgaum,05434,Athni,597296,Banajawad,0002,Athni,,KRISHNA KITTUR,
29,KARNATAKA,555,Belgaum,05434,Athni,597297,Muragundi,0002,Athni,,MURAGUNDI,
29,KARNATAKA,555,Belgaum,05434,Athni,597298,Masarguppi,0002,Athni,,MURAGUNDI,
29,KARNATAKA,555,Belgaum,05434,Athni,597299,Devaradderahatti,0002,Athni,,ATHANI (RURAL),
29,KARNATAKA,555,Belgaum,05434,Athni,597300,Athani (Rural) (Part),0002,Athni,,ATHANI (RURAL),
29,KARNATAKA,555,Belgaum,05434,Athni,597301,Tangadi,0002,Athni,,TANGADI,
29,KARNATAKA,555,Belgaum,05434,Athni,597302,Shinal,0002,Athni,,TANGADI,
29,KARNATAKA,555,Belgaum,05434,Athni,597303,Sankonahatti,0002,Athni,,ATHANI (RURAL),
29,KARNATAKA,555,Belgaum,05434,Athni,597304,Hulagabali,0002,Athni,,HULAGABALI,
29,KARNATAKA,555,Belgaum,05434,Athni,597305,Nadi-Ingalgaon,0002,Athni,,NADI-INGALGAON,
29,KARNATAKA,555,Belgaum,05434,Athni,597306,Teerth,0002,Athni,,SAPTASAGAR,
29,KARNATAKA,555,Belgaum,05434,Athni,597307,Saptasagar,0002,Athni,,SAPTASAGAR,
29,KARNATAKA,555,Belgaum,05434,Athni,597308,Chikkud,0002,Athni,,SAPTASAGAR,
29,KARNATAKA,555,Belgaum,05434,Athni,597309,Darur,0002,Athni,,DARUR,
29,KARNATAKA,555,Belgaum,05434,Athni,597310,Halyal,0002,Athni,,HALYAL,
29,KARNATAKA,555,Belgaum,05434,Athni,597311,Avarkhod,0002,Athni,,NAGANUR P K,
29,KARNATAKA,555,Belgaum,05434,Athni,597312,Naganur P.K.,0002,Athni,,NAGANUR P K,
29,KARNATAKA,555,Belgaum,05434,Athni,597313,Khavatkoppa,0002,Athni,,SANKARATTI,
29,KARNATAKA,555,Belgaum,05434,Athni,597314,Sankaratti,0002,Athni,,SANKARATTI,
29,KARNATAKA,555,Belgaum,05434,Athni,597315,Shegunshi,0002,Athni,,SHEGUNASHI,
29,KARNATAKA,555,Belgaum,05434,Athni,597316,Dodwad,0002,Athni,,NAGANUR P K,
29,KARNATAKA,555,Belgaum,05434,Athni,597317,Satti,0002,Athni,,SATTI,
29,KARNATAKA,555,Belgaum,05434,Athni,597318,Radderahatti,0002,Athni,,SATTI,
29,KARNATAKA,555,Belgaum,05434,Athni,597319,Nandeshwar,0002,Athni,,NANDESHWAR,
29,KARNATAKA,555,Belgaum,05434,Athni,597320,Mahishwadgi,0002,Athni,,MAHISHWADGI,
29,KARNATAKA,555,Belgaum,05434,Athni,597321,Janawad,0002,Athni,,MAHISHWADGI,
29,KARNATAKA,555,Belgaum,05434,Athni,597322,Savadi,0002,Athni,,SAVADI,
29,KARNATAKA,555,Belgaum,05434,Athni,597323,Ramateerth,0002,Athni,,KAKAMARI,
29,KARNATAKA,555,Belgaum,05434,Athni,597324,Kakamari,0002,Athni,,KAKAMARI,
29,KARNATAKA,555,Belgaum,05434,Athni,597325,Kottalgi,0002,Athni,,KOTTALGI,
29,KARNATAKA,555,Belgaum,05434,Athni,597326,Bannur,0002,Athni,,KAKAMARI,
29,KARNATAKA,555,Belgaum,05434,Athni,597327,Telsang,0002,Athni,,TELSANG,
29,KARNATAKA,555,Belgaum,05434,Athni,597328,Kannal,0002,Athni,,KAKAMARI,
29,KARNATAKA,555,Belgaum,05434,Athni,597329,Fadatarawadi,0002,Athni,,AIGALI,
29,KARNATAKA,555,Belgaum,05434,Athni,597330,Aigali,0002,Athni,,AIGALI,
29,KARNATAKA,555,Belgaum,05434,Athni,597331,Kohalli,0002,Athni,,KOHALLI,
29,KARNATAKA,555,Belgaum,05434,Athni,597332,Keskaradaddi,0002,Athni,,KOHALLI,
29,KARNATAKA,555,Belgaum,05434,Athni,597333,Adalatti,0002,Athni,,ADAHALLI,
29,KARNATAKA,555,Belgaum,05434,Athni,597334,Adahalli,0002,Athni,,ADAHALLI,
29,KARNATAKA,555,Belgaum,05434,Athni,597335,Yelihadalagi,0002,Athni,,YELIHADALAGI,
29,KARNATAKA,555,Belgaum,05434,Athni,597336,Yakkanchi,0002,Athni,,YELIHADALAGI,
29,KARNATAKA,555,Belgaum,05434,Athni,597337,Badachi,0002,Athni,,KATAGERI,
29,KARNATAKA,555,Belgaum,05434,Athni,597338,Desairatti,0002,Athni,,KOKATNUR,
29,KARNATAKA,555,Belgaum,05434,Athni,597339,Khotanatti,0002,Athni,,KOKATNUR,
29,KARNATAKA,555,Belgaum,05434,Athni,597340,Aratal,0002,Athni,,ARATAL,
29,KARNATAKA,555,Belgaum,05434,Athni,597341,Halalli,0002,Athni,,ARATAL,
29,KARNATAKA,555,Belgaum,05434,Athni,597342,Badagi,0002,Athni,,ARATAL,
29,KARNATAKA,555,Belgaum,05434,Athni,597343,Yallammawadi,0002,Athni,,KOKATNUR,
29,KARNATAKA,555,Belgaum,05434,Athni,597344,Dhabadhabahatti,0002,Athni,,KOKATNUR,
29,KARNATAKA,555,Belgaum,05434,Athni,597345,Kokatnoor,0002,Athni,,KOKATNUR,
29,KARNATAKA,555,Belgaum,05434,Athni,597346,Buralatti,0002,Athni,,KOKATNUR,
29,KARNATAKA,555,Belgaum,05434,Athni,597347,Katageri,0002,Athni,,KATAGERI,
29,KARNATAKA,555,Belgaum,05434,Athni,597348,Kodaganoor,0002,Athni,,KATAGERI,
29,KARNATAKA,555,Belgaum,05434,Athni,597349,Nandagaon,0002,Athni,,NANDAGAON,
29,KARNATAKA,555,Belgaum,05434,Athni,597350,Ghatanatti,0002,Athni,,NANDAGAON,
29,KARNATAKA,555,Belgaum,05434,Athni,597351,Balawad,0002,Athni,,SHIRAHATTI,
29,KARNATAKA,555,Belgaum,05434,Athni,597352,Shirahatti,0002,Athni,,SHIRAHATTI,
29,KARNATAKA,555,Belgaum,05434,Athni,597353,Junjarwad,0002,Athni,,JUNJARWAD,
29,KARNATAKA,555,Belgaum,05434,Athni,597354,Suttatti,0002,Athni,,KOKATNUR,
29,KARNATAKA,555,Belgaum,05435,Raybag ,597355,Soundatti,0003,Raybag,,SOUNDATTI,
29,KARNATAKA,555,Belgaum,05435,Raybag ,597356,Diggewadi (Old),0003,Raybag,,DIGGEWADI,
29,KARNATAKA,555,Belgaum,05435,Raybag ,597357,Jalalpur,0003,Raybag,,BHIRADI,
29,KARNATAKA,555,Belgaum,05435,Raybag ,597358,Bhiradi,0003,Raybag,,BHIRADI,
29,KARNATAKA,555,Belgaum,05435,Raybag ,597359,Chinchali,0003,Raybag,,CHINCHALI,
29,KARNATAKA,555,Belgaum,05435,Raybag ,597360,Raibag (Rural),0003,Raybag,,RAIBAG (RURAL),
29,KARNATAKA,555,Belgaum,05435,Raybag ,597361,Kanchakarawadi,0003,Raybag,,RAIBAG (RURAL),
29,KARNATAKA,555,Belgaum,05435,Raybag ,597362,Yadrav,0003,Raybag,,DIGGEWADI,
29,KARNATAKA,555,Belgaum,05435,Raybag ,597363,Nasalapur,0003,Raybag,,NASALAPUR,
29,KARNATAKA,555,Belgaum,05435,Raybag ,597364,Nandikurali,0003,Raybag,,NANDIKURALI,
29,KARNATAKA,555,Belgaum,05435,Raybag ,597365,Kempatti,0003,Raybag,,NANDIKURALI,
29,KARNATAKA,555,Belgaum,05435,Raybag ,597366,Mekhali,0003,Raybag,,MEKHALI,
29,KARNATAKA,555,Belgaum,05435,Raybag ,597367,Maradi,0003,Raybag,,MEKHALI,
29,KARNATAKA,555,Belgaum,05435,Raybag ,597368,Devanakatti,0003,Raybag,,HUBBARWADI,
29,KARNATAKA,555,Belgaum,05435,Raybag ,597369,Budihal,0003,Raybag,,HUBBARWADI,
29,KARNATAKA,555,Belgaum,05435,Raybag ,597370,Bavachi,0003,Raybag,,MEKHALI,
29,KARNATAKA,555,Belgaum,05435,Raybag ,597371,Hubbarwadi,0003,Raybag,,HUBBARWADI,
